RD
-155.9673, 80.74441, 154.3169, -150.0936, -20.35059, 189.5736, 45 | 0.01399916, 0.8409702, 0.3830161 | 1
-156.0112, 80.79984, 154.2559, -150.1741, -20.4859, 189.7161, 45 | 0.01446077, 0.8409573, 0.382696 | 1
LD
113.1222, 100.6189, -154.8316, -136.2277, 21.34693, 156.3118, 45 | -0.01679972, 0.8460935, 0.3642155 | 1
113.0201, 100.6734, -154.7695, -136.3051, 21.40088, 156.3853, 45 | -0.01624873, 0.8457472, 0.3645834 | 1
112.9881, 100.6875, -154.7614, -136.318, 21.38968, 156.3386, 45 | -0.01586446, 0.8453865, 0.3646431 | 1
112.9856, 100.6942, -154.7594, -136.3203, 21.3517, 156.2292, 45 | -0.0154492, 0.8447663, 0.3646914 | 1
113.2202, 100.6806, -154.6998, -136.4351, 21.24505, 156.3033, 45 | -0.01574671, 0.8439931, 0.3649737 | 1
113.3184, 100.7556, -154.6404, -136.5957, 21.27313, 156.4918, 45 | -0.01605263, 0.8437712, 0.3650665 | 1
113.2036, 100.9189, -154.6361, -136.6928, 21.3073, 156.4245, 45 | -0.01546231, 0.8431033, 0.3646966 | 1
113.0958, 101.0398, -154.6274, -136.7508, 21.33527, 156.3162, 45 | -0.01485685, 0.8423511, 0.3645285 | 1
113.5203, 101.0855, -154.52, -137.001, 21.06155, 156.4164, 45 | -0.0152311, 0.8406229, 0.3647184 | 1
114.1585, 101.0698, -154.4147, -137.2961, 20.66013, 156.6065, 45 | -0.01602867, 0.8389183, 0.3648175 | 1
114.5894, 101.1791, -154.3374, -137.5741, 20.37705, 156.6323, 45 | -0.01633826, 0.8369102, 0.3646142 | 1
114.5497, 101.2529, -154.3208, -137.6312, 20.40962, 156.6429, 45 | -0.01619831, 0.8366677, 0.3645431 | 1
114.7546, 101.3155, -154.2837, -137.7709, 20.24344, 156.6159, 45 | -0.01615515, 0.8354645, 0.3644054 | 1
115.385, 101.3648, -154.2178, -138.0506, 19.67606, 156.4398, 45 | -0.01596966, 0.832199, 0.3640761 | 1
115.3419, 101.4493, -154.1949, -138.1239, 19.7067, 156.4594, 45 | -0.01575503, 0.831887, 0.3640077 | 1
115.1257, 101.6815, -154.1588, -138.2917, 19.97604, 156.6108, 45 | -0.0155305, 0.8319885, 0.3637863 | 1
115.319, 101.8476, -154.1033, -138.5646, 19.85133, 156.7403, 45 | -0.01542932, 0.8308904, 0.3633811 | 1
116.1406, 101.9852, -153.96, -139.0691, 19.23421, 156.8341, 45 | -0.01569375, 0.8273257, 0.3630739 | 1
116.2048, 102.0527, -153.9226, -139.1761, 19.24364, 156.9052, 45 | -0.01581809, 0.8269366, 0.3630898 | 1
116.1048, 102.1307, -153.9218, -139.2175, 19.3387, 156.9396, 45 | -0.01564872, 0.827054, 0.3629422 | 1
116.5987, 102.2181, -153.8844, -139.4757, 18.95233, 156.7562, 45 | -0.01537988, 0.8241987, 0.3625315 | 1
116.9732, 102.2398, -153.8375, -139.6261, 18.62935, 156.6594, 45 | -0.01544663, 0.8223535, 0.3624302 | 1
116.9528, 102.3914, -153.8036, -139.7651, 18.71491, 156.7566, 45 | -0.01556033, 0.8221421, 0.3622146 | 1
116.9712, 102.4686, -153.8019, -139.8542, 18.72544, 156.8038, 45 | -0.01549166, 0.8219757, 0.3619481 | 1
117.2856, 102.6636, -153.7277, -140.1708, 18.53699, 156.871, 45 | -0.01558846, 0.8202018, 0.3615334 | 1
117.5371, 102.758, -153.6754, -140.3707, 18.38085, 156.9234, 45 | -0.01573581, 0.8190232, 0.3613526 | 1
118.1103, 102.9358, -153.5828, -140.8068, 18.09048, 157.1418, 45 | -0.01639485, 0.8170738, 0.3608912 | 1
